sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,detail_type,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,total_wagers,total_handle
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,2,8770,39,10893,0,1715,1,0,11120,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,22,958544.1,3018.5,1037328,0,205395,5,0,1058697,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,27,6208,54,5573,124,438,2673,49,2258,43,0,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,280,1143686,7728.66,1262801,4153.73,36975.13,150010.9,11130,133018.7,12941.25,0,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,14,4368,39,7589,248,707,1130,148,1942,4,3,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,195,319865.5,3582,622695.2,5642.38,34506,44066.35,4895.72,78020.5,237.75,25,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,168,12116,326,11360,639,2261,3613,2235,43223,415,5,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,73917.92,4335062,57762.98,3127104,39663.88,563393.9,730093,509821.8,4192703,58707.37,140,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,2,2432,13,1357,151,91,0,6,6182,62,0,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,85,565942.8,8172,282423.5,2989.25,14457.5,0,280.25,229771.8,9189.26,0,0,0,0,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,1,160,4,278,0,12,21,1,696,0,0,0,0,0,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,5,23149.8,16,24083.35,0,1590,195,300,27851.06,0,0,0,0,0,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,2,4175,16,2777,7,122,11,13,3386,3,0,0,0,0,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,40,38455.69,1021,41100.6,155,1145,244,1860,7076.94,20,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2024,NA,2882,2028487,64060,2006047,7312,266421,212056,457500,7290760,268591,406,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,January,1,2024,NA,143644,145000000,2163343,90316014,521299.6,12077112,11185634,35562413,117000000,31479002,2776.61,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2024,NA,208,177328,2020,109428,4364,21845,18272,29691,235916,99,141,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,January,1,2024,NA,32945.07,35776930,344356.6,13860922,347693.9,2653577,1820570,4574699,11401118,9189.73,2750.58,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,January,1,2024,NA,1699,2067738,4591,1930300,73788,179514,223050,282859,9858448,283666,254,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,January,1,2024,NA,46571.48,145000000,586607.3,72663301,2359383,10771785,8917995,18738756,159000000,16184103,1745.88,0,0,0,0,0
Other Event,Online Wagering,FHR-Illinois LLC,97,8548.21,0,0,January,1,2024,NA,38,11270,335,5688,1021,2427,251,632,0,0,1,0,97,0,97,8548.21
Other Event,Online Wagering,FHR-Illinois LLC,97,8548.21,0,0,January,1,2024,NA,17328.61,4115289,95966.48,2042042,998110.7,493279.6,41332.33,184378.4,0,0,5,0,8548.21,0,97,8548.21
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,0,193589,2081,125878,9632,23073,37602,56015,373027,507,0,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,0,19768459,230646,12059040,692668,1273454,2625058,4591851,11972344,25096.82,0,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,260,423806,6537,301482,10265,45280,30579,68386,693372,93892,83,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,5240.19,39041381,258573.3,17820957,258226.4,2362935,3393238,7251459,19189065,3044829,544.75,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,233,257673,5270,197705,18396,49782,56271,97150,708205,18894,96,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,8550.93,28048962,270932.4,16148577,502239.1,3164853,4663855,8960838,21484413,1539954,1137.47,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,263,292089,4274,269833,12081,37927,28058,49170,490324,27050,87,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,6254.41,23045765,221687.1,11782179,355006.9,1853929,1894897,7332151,10744135,2993827,738.31,0,0,0,0,0
Other Event,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,January,1,2024,NA,32,16715,77,18486,415,1792,388,595,6587,91,14,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,January,1,2024,NA,305,1117099,2130.43,2831827,12408.55,108950.3,10980.11,17234.18,245166.6,1651.29,200.8,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,January,1,2024,NA,2946,2036371,64264,2017247,8136,268791,212986,457687,7380573,268656,419,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,January,1,2024,NA,153406.8,145000000,2178954,92126669,551808.2,12228116,11544559,35584561,120000000,31483994,3021.61,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,January,1,2024,NA,224,180071,2034,112463,4449,22080,18434,29732,250340,99,147,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,January,1,2024,NA,34812.12,36196643,346161.6,14432716,349568.5,2835851,1842843,4581862,11923752,9189.73,2770.58,0,0,0,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,January,1,2024,NA,1727,2069889,4636,1933605,74285,180018,223091,282908,9871927,283693,281,0,0,0,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,January,1,2024,NA,54326.48,145000000,590674.3,73067567,2368666,10883767,8919531,18744623,160000000,16190082,2215.88,0,0,0,0,0
Other Event,Total,FHR-Illinois LLC,97,8548.21,0,0,January,1,2024,NA,61,13581,364,9621,1063,2691,261,802,0,0,2,0,97,0,97,8548.21
Other Event,Total,FHR-Illinois LLC,97,8548.21,0,0,January,1,2024,NA,17794.44,4938906,97184.97,2766815,998808.7,510320.7,42051.25,193396.1,0,0,10,0,8548.21,0,97,8548.21
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,2,202359,2120,136771,9632,24788,37603,56015,384147,507,0,0,0,0,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,January,1,2024,NA,22,20727004,233664.5,13096367,692668,1478849,2625063,4591851,13031041,25096.82,0,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,287,430014,6591,307055,10389,45718,33252,68435,695630,93935,83,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,January,1,2024,NA,5520.19,40185066,266302,19083758,262380.1,2399910,3543249,7262589,19322083,3057770,544.75,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,14,4368,39,7589,248,707,1130,148,1942,4,3,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,January,1,2024,NA,195,319865.5,3582,622695.2,5642.38,34506,44066.35,4895.72,78020.5,237.75,25,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,401,269789,5596,209065,19035,52043,59884,99385,751428,19309,101,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,January,1,2024,NA,82468.85,32384023,328695.3,19275681,541903,3728247,5393948,9470659,25677115,1598661,1277.47,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,265,294521,4287,271190,12232,38018,28058,49176,496506,27112,87,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,January,1,2024,NA,6339.41,23611708,229859.1,12064603,357996.1,1868386,1894897,7332431,10973907,3003016,738.31,0,0,0,0,0
Other Event,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,1,160,4,278,0,12,21,1,696,0,0,0,0,0,0,0
Other Event,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,January,1,2024,NA,5,23149.8,16,24083.35,0,1590,195,300,27851.06,0,0,0,0,0,0,0
Other Event,Total,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,2,4175,16,2777,7,122,11,13,3386,3,0,0,0,0,0,0
Other Event,Total,"The Rock Island Boatworks, LLC",0,0,0,0,January,1,2024,NA,40,38455.69,1021,41100.6,155,1145,244,1860,7076.94,20,0,0,0,0,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",9307,860571.4,16040,530093.4,February,2,2024,NA,239,18046,253,6916,737,1848,670,825,3481,125,352,0,0,0,25347,1390664.8
Professional,In-Person Wagering,"Alton Casino, LLC",9307,860571.4,16040,530093.4,February,2,2024,NA,31452.7,1647551,11773.12,616377.7,26016.64,127607,37667.26,23218.51,144900.7,2715.93,8926.48,0,0,0,25347,1390664.8
Professional,In-Person Wagering,"Casino Queen, Inc.",54140,2617574,30904,1494146,February,2,2024,NA,257,8768,439,6147,1338,2176,998,121,69750,65,456,0,0,0,85044,4111720
Professional,In-Person Wagering,"Casino Queen, Inc.",54140,2617574,30904,1494146,February,2,2024,NA,37324.18,1524276,39978.97,680792.1,70205.24,154339.8,197989.4,8007.2,2569265,2904.38,18378.35,0,0,0,85044,4111720
Professional,In-Person Wagering,Elgin Riverboat Resort,2447,932155.3,10017,369935.6,February,2,2024,NA,82,2993,52,1990,211,329,198,97,11976,0,765,0,0,0,12464,1302090.9
Professional,In-Person Wagering,Elgin Riverboat Resort,2447,932155.3,10017,369935.6,February,2,2024,NA,8849.38,596939.8,8579.35,309411,9239.7,431788,15907.3,25350,336519.3,0,671.85,0,0,0,12464,1302090.9
Professional,In-Person Wagering,"Fairmount Park, Inc.",11749,596757.3,2163,56769.94,February,2,2024,NA,79,2251,97,1827,559,570,109,21,9811,74,69,0,0,0,13912,653527.24
Professional,In-Person Wagering,"Fairmount Park, Inc.",11749,596757.3,2163,56769.94,February,2,2024,NA,12669,356634.8,2046,127099.8,10830.75,138536.5,3634,1311,239697,7638.51,1608.5,0,0,0,13912,653527.24
Professional,In-Person Wagering,FHR-Illinois LLC,2176,257377.2,2018,158565.2,February,2,2024,NA,78,2942,80,2307,68,320,35,15,0,0,119,0,1,0,4194,415942.4
Professional,In-Person Wagering,FHR-Illinois LLC,2176,257377.2,2018,158565.2,February,2,2024,NA,26361.87,381106.9,4077.38,280584,1014.32,11704.67,2543.97,2245.71,0,0,1835.92,0,19.5,0,4194,415942.4
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",18769,1581698,122,9290.25,February,2,2024,NA,7,9244,104,3355,0,1203,111,0,9714,0,28,0,0,0,18891,1590988.25
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",18769,1581698,122,9290.25,February,2,2024,NA,542,833875.7,6646.4,264687.2,0,108910.4,8032.75,0,777335.2,0,2326,0,0,0,18891,1590988.25
Professional,In-Person Wagering,"HC Aurora, LLC",22125,416405,26896,576105.6,February,2,2024,NA,302,34270,454,4340,228,1524,13969,113,8124,25,102,0,0,0,49021,992510.6
Professional,In-Person Wagering,"HC Aurora, LLC",22125,416405,26896,576105.6,February,2,2024,NA,4534.7,1217233,19581.7,232275.8,3763.2,75798.92,170120.2,5972.96,47095.73,3090.09,1590,0,0,0,49021,992510.6
Professional,In-Person Wagering,"HC Joliet, LLC",5177,556556.1,6019,300206.8,February,2,2024,NA,49,6417,108,3597,371,700,1725,214,1450,25,215,0,0,0,11196,856762.9
Professional,In-Person Wagering,"HC Joliet, LLC",5177,556556.1,6019,300206.8,February,2,2024,NA,7909.14,529954.2,37398.82,375141.9,31843.25,51113.78,77409.04,9941.31,60622.73,1589.2,3854.41,0,0,0,11196,856762.9
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",25262,4606589,31548,4011760,February,2,2024,NA,281,14392,680,4882,856,2190,6706,2317,37327,272,200,0,0,0,56810,8618349
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",25262,4606589,31548,4011760,February,2,2024,NA,72390.43,4828415,84582.9,1032097,67389.61,566770.3,1507929,534717.3,3214956,53997.64,16315.52,0,0,0,56810,8618349
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,4896,423289.4,724,80019.35,February,2,2024,NA,29,2482,10,516,178,54,11,3,4224,80,10,0,0,0,5620,503308.75
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,4896,423289.4,724,80019.35,February,2,2024,NA,1378,511009.5,958,100165.8,3920,25922,525,160,314341,8628.26,118,0,0,0,5620,503308.75
Professional,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,153,37859.62,429,11104.66,February,2,2024,NA,2,244,0,180,10,9,56,0,525,0,2,0,0,0,582,48964.28
Professional,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,153,37859.62,429,11104.66,February,2,2024,NA,35,52781,0,11111,95,350,464.62,0,20440.74,0,10,0,0,0,582,48964.28
Professional,In-Person Wagering,"The Rock Island Boatworks, LLC",3437,40827,3655,25108,February,2,2024,NA,30,5354,117,913,40,325,60,68,2127,1,77,0,0,0,7092,65935
Professional,In-Person Wagering,"The Rock Island Boatworks, LLC",3437,40827,3655,25108,February,2,2024,NA,858,62824.5,3854,24146,2855,2159,261,46,2700,100,1013,0,0,0,7092,65935
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Casino Queen, Inc.",4633405,171000000,4907662,134000000,February,2,2024,NA,29018,2335041,148914,822211,238645,302937,312862,485153,5696901,297907,18070,0,0,0,9541067,305000000
Professional,Online Wagering,"Casino Queen, Inc.",4633405,171000000,4907662,134000000,February,2,2024,NA,970306.7,161000000,5868431,23536790,6376099,12522267,15362774,40638256,96982279,25649342,177953.4,0,0,0,9541067,305000000
Professional,Online Wagering,Elgin Riverboat Resort,80414,14240683,264913,19893349,February,2,2024,NA,2568,185717,4370,33203,10747,21857,23338,30129,173817,334,5174,0,0,0,345327,34134032
Professional,Online Wagering,Elgin Riverboat Resort,80414,14240683,264913,19893349,February,2,2024,NA,215748.2,32058155,528655.6,2774137,565870,2100646,2432032,4406109,9507794,71998.82,136179.7,0,0,0,345327,34134032
Professional,Online Wagering,"Fairmount Park, Inc.",7018442,148000000,3920344,156000000,February,2,2024,NA,16475,2128158,6067,725057,163195,204011,325834,278898,7447393,353930,44519,0,0,0,10938786,304000000
Professional,Online Wagering,"Fairmount Park, Inc.",7018442,148000000,3920344,156000000,February,2,2024,NA,549753,153000000,877973.5,16934278,4220492,11518628,12727189,18839625,129000000,23144309,374504.4,0,0,0,10938786,304000000
Professional,Online Wagering,FHR-Illinois LLC,7420,2441134,4798,1781264,February,2,2024,NA,466,13052,858,2407,1584,2477,490,585,0,0,416,0,137,0,12218,4222398
Professional,Online Wagering,FHR-Illinois LLC,7420,2441134,4798,1781264,February,2,2024,NA,184436.8,4859392,314444,448651.1,1128318,614088.8,76300.54,162232.7,0,0,44370.88,0,13994.59,0,12218,4222398
Professional,Online Wagering,"Hawthorne Race Course, Inc.",269905,10610328,240308,19664552,February,2,2024,NA,305,181121,4328,24281,15447,20465,44550,62202,269797,203,1478,0,0,0,510213,30274880
Professional,Online Wagering,"Hawthorne Race Course, Inc.",269905,10610328,240308,19664552,February,2,2024,NA,12902.52,18749935,608105.5,1328341,1796808,1096808,2276539,6114872,9406981,9681.7,25062.3,0,0,0,510213,30274880
Professional,Online Wagering,"HC Aurora, LLC",198088,8895420,747713,31142823,February,2,2024,NA,4752,354353,13001,99760,21502,48634,41160,66646,492138,69963,5352,0,0,0,945801,40038243
Professional,Online Wagering,"HC Aurora, LLC",198088,8895420,747713,31142823,February,2,2024,NA,287985.2,27078165,592517.9,3157431,501403.6,2544082,2687133,5753538,13249348,1255102,74934.63,0,0,0,945801,40038243
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",256534,12425915,633558,37930191,February,2,2024,NA,2909,257400,11772,48827,29448,43915,71280,99882,536548,21598,7362,0,0,0,890092,50356106
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",256534,12425915,633558,37930191,February,2,2024,NA,120413.5,28870782,712387.1,2824917,850527.2,2777584,5182030,10168172,17374577,1905604,110210.9,0,0,0,890092,50356106
Professional,Online Wagering,Par-A-Dice Gaming Corporation,446725,16749498,537774,21773856,February,2,2024,NA,3022,333787,9983,116548,18837,42606,40868,54472,463389,32391,5182,0,0,0,984499,38523354
Professional,Online Wagering,Par-A-Dice Gaming Corporation,446725,16749498,537774,21773856,February,2,2024,NA,151237.6,21401146,378741.2,3438933,622482,1765090,2237101,5630721,10996531,1981494,68062.02,0,0,0,984499,38523354
Professional,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,February,2,2024,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Total,"Alton Casino, LLC",9307,860571.4,16040,530093.4,February,2,2024,NA,239,18046,253,6916,737,1848,670,825,3481,125,352,0,0,0,25347,1390664.8
Professional,Total,"Alton Casino, LLC",9307,860571.4,16040,530093.4,February,2,2024,NA,31452.7,1647551,11773.12,616377.7,26016.64,127607,37667.26,23218.51,144900.7,2715.93,8926.48,0,0,0,25347,1390664.8
Professional,Total,"Casino Queen, Inc.",4687545,173000000,4938566,135000000,February,2,2024,NA,29275,2343809,149353,828358,239983,305113,313860,485274,5766651,297972,18526,0,0,0,9626111,308000000
Professional,Total,"Casino Queen, Inc.",4687545,173000000,4938566,135000000,February,2,2024,NA,1007631,163000000,5908410,24217582,6446304,12676607,15560764,40646264,99551544,25652246,196331.7,0,0,0,9626111,308000000
Professional,Total,Elgin Riverboat Resort,82861,15172839,274930,20263285,February,2,2024,NA,2650,188710,4422,35193,10958,22186,23536,30226,185793,334,5939,0,0,0,357791,35436124
Professional,Total,Elgin Riverboat Resort,82861,15172839,274930,20263285,February,2,2024,NA,224597.6,32655095,537234.9,3083548,575109.7,2532434,2447939,4431459,9844313,71998.82,136851.6,0,0,0,357791,35436124
Professional,Total,"Fairmount Park, Inc.",7030191,148000000,3922507,156000000,February,2,2024,NA,16554,2130409,6164,726884,163754,204581,325943,278919,7457204,354004,44588,0,0,0,10952698,304000000
Professional,Total,"Fairmount Park, Inc.",7030191,148000000,3922507,156000000,February,2,2024,NA,562422,153000000,880019.5,17061377,4231323,11657164,12730823,18840936,129000000,23151948,376112.9,0,0,0,10952698,304000000
Professional,Total,FHR-Illinois LLC,9596,2698511,6816,1939830,February,2,2024,NA,544,15994,938,4714,1652,2797,525,600,0,0,535,0,138,0,16412,4638341
Professional,Total,FHR-Illinois LLC,9596,2698511,6816,1939830,February,2,2024,NA,210798.7,5240499,318521.3,729235.1,1129333,625793.4,78844.51,164478.4,0,0,46206.8,0,14014.09,0,16412,4638341
Professional,Total,"Hawthorne Race Course, Inc.",288674,12192026,240430,19673843,February,2,2024,NA,312,190365,4432,27636,15447,21668,44661,62202,279511,203,1506,0,0,0,529104,31865869
Professional,Total,"Hawthorne Race Course, Inc.",288674,12192026,240430,19673843,February,2,2024,NA,13444.52,19583811,614751.9,1593028,1796808,1205718,2284572,6114872,10184316,9681.7,27388.3,0,0,0,529104,31865869
Professional,Total,"HC Aurora, LLC",220213,9311825,774609,31718929,February,2,2024,NA,5054,388623,13455,104100,21730,50158,55129,66759,500262,69988,5454,0,0,0,994822,41030754
Professional,Total,"HC Aurora, LLC",220213,9311825,774609,31718929,February,2,2024,NA,292519.9,28295398,612099.6,3389707,505166.8,2619881,2857253,5759511,13296444,1258192,76524.63,0,0,0,994822,41030754
Professional,Total,"HC Joliet, LLC",5177,556556.1,6019,300206.8,February,2,2024,NA,49,6417,108,3597,371,700,1725,214,1450,25,215,0,0,0,11196,856762.9
Professional,Total,"HC Joliet, LLC",5177,556556.1,6019,300206.8,February,2,2024,NA,7909.14,529954.2,37398.82,375141.9,31843.25,51113.78,77409.04,9941.31,60622.73,1589.2,3854.41,0,0,0,11196,856762.9
Professional,Total,"Midwest Gaming & Entertainment, LLC",281796,17032505,665106,41941950,February,2,2024,NA,3190,271792,12452,53709,30304,46105,77986,102199,573875,21870,7562,0,0,0,946902,58974455
Professional,Total,"Midwest Gaming & Entertainment, LLC",281796,17032505,665106,41941950,February,2,2024,NA,192803.9,33699197,796970,3857015,917916.8,3344354,6689960,10702890,20589533,1959602,126526.4,0,0,0,946902,58974455
Professional,Total,Par-A-Dice Gaming Corporation,451621,17172788,538498,21853876,February,2,2024,NA,3051,336269,9993,117064,19015,42660,40879,54475,467613,32471,5192,0,0,0,990119,39026664
Professional,Total,Par-A-Dice Gaming Corporation,451621,17172788,538498,21853876,February,2,2024,NA,152615.6,21912155,379699.2,3539099,626402,1791012,2237626,5630881,11310872,1990122,68180.02,0,0,0,990119,39026664
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,153,37859.62,429,11104.66,February,2,2024,NA,2,244,0,180,10,9,56,0,525,0,2,0,0,0,582,48964.28
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,153,37859.62,429,11104.66,February,2,2024,NA,35,52781,0,11111,95,350,464.62,0,20440.74,0,10,0,0,0,582,48964.28
Professional,Total,"The Rock Island Boatworks, LLC",3437,40827,3655,25108,February,2,2024,NA,30,5354,117,913,40,325,60,68,2127,1,77,0,0,0,7092,65935
Professional,Total,"The Rock Island Boatworks, LLC",3437,40827,3655,25108,February,2,2024,NA,858,62824.5,3854,24146,2855,2159,261,46,2700,100,1013,0,0,0,7092,65935
College,In-Person Wagering,"Alton Casino, LLC",5332,983294.9,2461,295320.8,February,2,2024,NA,239,18046,253,6916,737,1848,670,825,3481,125,352,0,0,0,7793,1278615.7
College,In-Person Wagering,"Alton Casino, LLC",5332,983294.9,2461,295320.8,February,2,2024,NA,31452.7,1647551,11773.12,616377.7,26016.64,127607,37667.26,23218.51,144900.7,2715.93,8926.48,0,0,0,7793,1278615.7
College,In-Person Wagering,"Casino Queen, Inc.",2818,828028.5,2197,345333.4,February,2,2024,NA,257,8768,439,6147,1338,2176,998,121,69750,65,456,0,0,0,5015,1173361.9
College,In-Person Wagering,"Casino Queen, Inc.",2818,828028.5,2197,345333.4,February,2,2024,NA,37324.18,1524276,39978.97,680792.1,70205.24,154339.8,197989.4,8007.2,2569265,2904.38,18378.35,0,0,0,5015,1173361.9
College,In-Person Wagering,Elgin Riverboat Resort,1034,268496.6,4430,171996.2,February,2,2024,NA,82,2993,52,1990,211,329,198,97,11976,0,765,0,0,0,5464,440492.8
College,In-Person Wagering,Elgin Riverboat Resort,1034,268496.6,4430,171996.2,February,2,2024,NA,8849.38,596939.8,8579.35,309411,9239.7,431788,15907.3,25350,336519.3,0,671.85,0,0,0,5464,440492.8
College,In-Person Wagering,"Fairmount Park, Inc.",1161,218718,325,27852,February,2,2024,NA,79,2251,97,1827,559,570,109,21,9811,74,69,0,0,0,1486,246570
College,In-Person Wagering,"Fairmount Park, Inc.",1161,218718,325,27852,February,2,2024,NA,12669,356634.8,2046,127099.8,10830.75,138536.5,3634,1311,239697,7638.51,1608.5,0,0,0,1486,246570
College,In-Person Wagering,FHR-Illinois LLC,1446,274060.5,205,19635.87,February,2,2024,NA,78,2942,80,2307,68,320,35,15,0,0,119,0,1,0,1651,293696.37
College,In-Person Wagering,FHR-Illinois LLC,1446,274060.5,205,19635.87,February,2,2024,NA,26361.87,381106.9,4077.38,280584,1014.32,11704.67,2543.97,2245.71,0,0,1835.92,0,19.5,0,1651,293696.37
College,In-Person Wagering,"Hawthorne Race Course, Inc.",4847,409040.9,0,0,February,2,2024,NA,7,9244,104,3355,0,1203,111,0,9714,0,28,0,0,0,4847,409040.9
College,In-Person Wagering,"Hawthorne Race Course, Inc.",4847,409040.9,0,0,February,2,2024,NA,542,833875.7,6646.4,264687.2,0,108910.4,8032.75,0,777335.2,0,2326,0,0,0,4847,409040.9
