sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,detail_type,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,total_wagers,total_handle
Motor Race,In-Person Wagering,"HC Joliet, LLC",102,1437.71,40,630,April,4,2021,Handle Details,344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,142,2067.71
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",73,2695.8,27,2664,April,4,2021,Wager Details,16367,20718,1369,270,2273,3535,8134,2169,11586,145,100,0,0,0,100,5359.8
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",73,2695.8,27,2664,April,4,2021,Handle Details,3702690.08,4836802.47,293826.29,59337.29,133431.12,428446.25,906450.07,263414.01,1293377.41,52974.22,5359.8,0,0,0,100,5359.8
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,Wager Details,546,424,44,4,227,48,35,15,2238,31,24,0,0,0,24,170
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,Handle Details,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,24,170
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,Wager Details,938436,1043275,104969,61192,344397,179749,229070,122263,1951658,122503,24779,0,0,0,24779,213098.11
Motor Race,Online Wagering,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,Handle Details,36898121.4,56863926.01,3125710.24,1655142.83,6480947.63,6316663.54,9657506.65,8403173.24,34029046.68,1741819.18,213098.11,0,0,0,24779,213098.11
Motor Race,Online Wagering,Elgin Riverboat Resort,192,4964.27,0,0,April,4,2021,Wager Details,24216,18214,1444,997,2599,5931,3181,1347,0,10,192,0,0,0,192,4964.27
Motor Race,Online Wagering,Elgin Riverboat Resort,192,4964.27,0,0,April,4,2021,Handle Details,4122834.94,2676411.6,159698.93,148134.94,142106.38,497507.12,210382.72,270387.36,0,758.5,4964.27,0,0,0,192,4964.27
Motor Race,Online Wagering,"Fairmount Park, Inc.",6955,82874,117,2046,April,4,2021,Wager Details,547164,934561,71699,3372,180823,116303,139182,99468,4955414,149408,7072,0,0,0,7072,84920
Motor Race,Online Wagering,"Fairmount Park, Inc.",6955,82874,117,2046,April,4,2021,Handle Details,26836198,49305999,2160062,236019,3534859,4103869,9161475,12510702,58560520,10427471,84920,0,0,0,7072,84920
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",1220,20429.46,8,379.76,April,4,2021,Wager Details,137983,133626,9279,6506,36399,33124,29436,12165,241452,44164,1228,0,0,0,1228,20809.22
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",1220,20429.46,8,379.76,April,4,2021,Handle Details,11076020.65,11975397.05,428076.3,362316.37,813750.13,1747002.62,1681057.63,2398889.24,8125826.62,1422896.39,20809.22,0,0,0,1228,20809.22
Motor Race,Online Wagering,"HC Aurora, LLC",2425,29514,2288,41340,April,4,2021,Wager Details,250838,158754,20696,10063,98663,45216,35718,11489,356892,310088,4713,0,0,0,4713,70854
Motor Race,Online Wagering,"HC Aurora, LLC",2425,29514,2288,41340,April,4,2021,Handle Details,13966942,14682936,816312,454336,2226314,1691277,2258213,1571712,7549870,5041362,70854,0,0,0,4713,70854
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",4042,58593.59,1662,20892.28,April,4,2021,Wager Details,451674,414904,31889,10391,81963,110205,169102,84722,206198,2950,5704,0,0,0,5704,79485.87
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",4042,58593.59,1662,20892.28,April,4,2021,Handle Details,21426863.01,26067384.51,1186095.42,271045.34,1735403.76,3802984.31,6758615.82,5471754.06,5119410.78,404283.11,79485.87,0,0,0,5704,79485.87
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motor Race,Total,"Alton Casino, LLC",189,8188.08,32,381.75,April,4,2021,Wager Details,6686,12334,337,230,1591,2117,496,81,7153,7,221,0,0,0,221,8569.83
Motor Race,Total,"Alton Casino, LLC",189,8188.08,32,381.75,April,4,2021,Handle Details,694757.21,1599785.45,32866.68,17047.75,41216.49,102535.34,235905.74,5875.58,360251.02,70,8569.83,0,0,0,221,8569.83
Motor Race,Total,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,Wager Details,947430,1061958,105436,61452,346410,183438,231235,122425,1967679,122809,24779,0,0,0,24779,213098.11
Motor Race,Total,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,Handle Details,37855943.55,58499641.29,3219709.81,1714070.41,6511691.85,6687534.86,9920537.19,8427133.54,34750585.83,1774941.4,213098.11,0,0,0,24779,213098.11
Motor Race,Total,Elgin Riverboat Resort,244,5506.77,0,0,April,4,2021,Wager Details,25889,21877,1553,1056,2967,6580,3533,1391,0,10,244,0,0,0,244,5506.77
Motor Race,Total,Elgin Riverboat Resort,244,5506.77,0,0,April,4,2021,Handle Details,4274599.29,2952799.71,168566.33,158829.84,154517.33,609162.06,230430.52,274524.76,0,758.5,5506.77,0,0,0,244,5506.77
Motor Race,Total,"Fairmount Park, Inc.",6987,83415,117,2046,April,4,2021,Wager Details,548593,935359,71777,3400,181349,116649,139264,99477,4961551,149445,7104,0,0,0,7104,85461
Motor Race,Total,"Fairmount Park, Inc.",6987,83415,117,2046,April,4,2021,Handle Details,27027313,49418747,2164206,237059,3555005,4137415,9165699,12511582,58716288,10431365,85461,0,0,0,7104,85461
Motor Race,Total,"Hawthorne Race Course, Inc.",1268,23402.46,8,379.76,April,4,2021,Wager Details,143256,141851,9380,6522,36399,34943,29530,12165,244586,44164,1276,0,0,0,1276,23782.22
Motor Race,Total,"Hawthorne Race Course, Inc.",1268,23402.46,8,379.76,April,4,2021,Handle Details,11417420,12497372.35,434578.35,363406.37,813750.13,1865332.12,1686910.63,2398889.24,8325699.02,1422896.39,23782.22,0,0,0,1276,23782.22
Motor Race,Total,"HC Aurora, LLC",2481,30014,2316,41608,April,4,2021,Wager Details,254997,162204,20832,10099,99060,45581,38120,11580,358549,310113,4797,0,0,0,4797,71622
Motor Race,Total,"HC Aurora, LLC",2481,30014,2316,41608,April,4,2021,Handle Details,14290664.57,15146638.14,832545.67,459298.72,2240406.25,1708905.22,2306390.77,1599554.85,7664913.27,5056640.7,71622,0,0,0,4797,71622
Motor Race,Total,"HC Joliet, LLC",102,1437.71,40,630,April,4,2021,Wager Details,3154,3872,217,66,674,556,1046,30,1944,7,142,0,0,0,142,2067.71
Motor Race,Total,"HC Joliet, LLC",102,1437.71,40,630,April,4,2021,Handle Details,344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,142,2067.71
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",4115,61289.39,1689,23556.28,April,4,2021,Wager Details,468041,435622,33258,10661,84236,113740,177236,86891,217784,3095,5804,0,0,0,5804,84845.67
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",4115,61289.39,1689,23556.28,April,4,2021,Handle Details,25129553.09,30904186.98,1479921.71,330382.63,1868834.88,4231430.56,7665065.89,5735168.07,6412788.19,457257.33,84845.67,0,0,0,5804,84845.67
Motor Race,Total,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,Wager Details,546,424,44,4,227,48,35,15,2238,31,24,0,0,0,24,170
Motor Race,Total,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,Handle Details,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,24,170
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Wager Details,6686,12334,337,230,1591,2117,496,81,7153,7,221,0,0,0,0,0
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Handle Details,694757.21,1599785.45,32866.68,17047.75,41216.49,102535.34,235905.74,5875.58,360251.02,70,8569.83,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Wager Details,8994,18683,467,260,2013,3689,2165,162,16021,306,0,0,0,0,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Handle Details,957822.15,1635715.28,93999.57,58927.58,30744.22,370871.32,263030.54,23960.3,721539.15,33122.22,0,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Wager Details,1673,3663,109,59,368,649,352,44,0,0,52,0,0,0,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Handle Details,151764.35,276388.11,8867.4,10694.9,12410.95,111654.94,20047.8,4137.4,0,0,542.5,0,0,0,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Wager Details,1429,798,78,28,526,346,82,9,6137,37,32,0,0,0,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Handle Details,191115,112748,4144,1040,20146,33546,4224,880,155768,3894,541,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Wager Details,5273,8225,101,16,0,1819,94,0,3134,0,48,0,0,0,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Handle Details,341399.35,521975.3,6502.05,1090,0,118329.5,5853,0,199872.4,0,2973,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,Wager Details,4159,3450,136,36,397,365,2402,91,1657,25,84,0,0,0,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,Handle Details,323722.57,463702.14,16233.67,4962.72,14092.25,17628.22,48177.77,27842.85,115043.27,15278.7,768,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Wager Details,3154,3872,217,66,674,556,1046,30,1944,7,142,0,0,0,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Handle Details,344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Wager Details,16367,20718,1369,270,2273,3535,8134,2169,11586,145,100,0,0,0,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Handle Details,3702690.08,4836802.47,293826.29,59337.29,133431.12,428446.25,906450.07,263414.01,1293377.41,52974.22,5359.8,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Wager Details,546,424,44,4,227,48,35,15,2238,31,24,0,0,0,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Handle Details,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Wager Details,938436,1043275,104969,61192,344397,179749,229070,122263,1951658,122503,24779,0,0,0,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Handle Details,36898121.4,56863926.01,3125710.24,1655142.83,6480947.63,6316663.54,9657506.65,8403173.24,34029046.68,1741819.18,213098.11,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Wager Details,24216,18214,1444,997,2599,5931,3181,1347,0,10,192,0,0,0,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Handle Details,4122834.94,2676411.6,159698.93,148134.94,142106.38,497507.12,210382.72,270387.36,0,758.5,4964.27,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Wager Details,547164,934561,71699,3372,180823,116303,139182,99468,4955414,149408,7072,0,0,0,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Handle Details,26836198,49305999,2160062,236019,3534859,4103869,9161475,12510702,58560520,10427471,84920,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Wager Details,137983,133626,9279,6506,36399,33124,29436,12165,241452,44164,1228,0,0,0,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Handle Details,11076020.65,11975397.05,428076.3,362316.37,813750.13,1747002.62,1681057.63,2398889.24,8125826.62,1422896.39,20809.22,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,Wager Details,250838,158754,20696,10063,98663,45216,35718,11489,356892,310088,4713,0,0,0,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,Handle Details,13966942,14682936,816312,454336,2226314,1691277,2258213,1571712,7549870,5041362,70854,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Wager Details,451674,414904,31889,10391,81963,110205,169102,84722,206198,2950,5704,0,0,0,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Handle Details,21426863.01,26067384.51,1186095.42,271045.34,1735403.76,3802984.31,6758615.82,5471754.06,5119410.78,404283.11,79485.87,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,April,4,2021,Wager Details,6686,12334,337,230,1591,2117,496,81,7153,7,221,0,0,0,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,April,4,2021,Handle Details,694757.21,1599785.45,32866.68,17047.75,41216.49,102535.34,235905.74,5875.58,360251.02,70,8569.83,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Wager Details,947430,1061958,105436,61452,346410,183438,231235,122425,1967679,122809,24779,0,0,0,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,April,4,2021,Handle Details,37855943.55,58499641.29,3219709.81,1714070.41,6511691.85,6687534.86,9920537.19,8427133.54,34750585.83,1774941.4,213098.11,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Wager Details,25889,21877,1553,1056,2967,6580,3533,1391,0,10,244,0,0,0,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,April,4,2021,Handle Details,4274599.29,2952799.71,168566.33,158829.84,154517.33,609162.06,230430.52,274524.76,0,758.5,5506.77,0,0,0,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Wager Details,548593,935359,71777,3400,181349,116649,139264,99477,4961551,149445,7104,0,0,0,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,Handle Details,27027313,49418747,2164206,237059,3555005,4137415,9165699,12511582,58716288,10431365,85461,0,0,0,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Wager Details,143256,141851,9380,6522,36399,34943,29530,12165,244586,44164,1276,0,0,0,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,Handle Details,11417420,12497372.35,434578.35,363406.37,813750.13,1865332.12,1686910.63,2398889.24,8325699.02,1422896.39,23782.22,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,April,4,2021,Wager Details,254997,162204,20832,10099,99060,45581,38120,11580,358549,310113,4797,0,0,0,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,April,4,2021,Handle Details,14290664.57,15146638.14,832545.67,459298.72,2240406.25,1708905.22,2306390.77,1599554.85,7664913.27,5056640.7,71622,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,April,4,2021,Wager Details,3154,3872,217,66,674,556,1046,30,1944,7,142,0,0,0,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,April,4,2021,Handle Details,344144.66,336555.24,17996.82,6719.02,18336.02,44594.63,67383.39,805,137955.19,242.64,2067.71,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Wager Details,468041,435622,33258,10661,84236,113740,177236,86891,217784,3095,5804,0,0,0,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,Handle Details,25129553.09,30904186.98,1479921.71,330382.63,1868834.88,4231430.56,7665065.89,5735168.07,6412788.19,457257.33,84845.67,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Wager Details,546,424,44,4,227,48,35,15,2238,31,24,0,0,0,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,Handle Details,133459.5,109493.75,8498,40,8288,8015.5,5775,3450,71401.75,2627.5,170,0,0,0,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,Wager Details,8109,10855,306,59,1070,2025,475,128,9627,13,446,0,0,0,32610,2650809.11
Professional,In-Person Wagering,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,Handle Details,611410.85,1117196.74,20508.27,5012.22,30881.38,146018.59,249925.95,21787.47,452874.86,195,16466.07,0,0,0,32610,2650809.11
Professional,In-Person Wagering,"Casino Queen, Inc.",29027,2435154.44,19472,1426601.08,May,5,2021,Wager Details,10452,13687,531,156,1050,3014,1570,581,17205,289,0,0,0,0,48499,3861755.52
Professional,In-Person Wagering,"Casino Queen, Inc.",29027,2435154.44,19472,1426601.08,May,5,2021,Handle Details,966593.98,1252863.72,79874.68,22547.69,44460.75,474600.06,71780.14,46189.65,899232.8,23587.81,0,0,0,0,48499,3861755.52
Professional,In-Person Wagering,Elgin Riverboat Resort,7627,699517.2,182,37039.15,May,5,2021,Wager Details,2739,3809,108,95,210,637,201,47,0,0,69,0,0,0,7809,736556.35
Professional,In-Person Wagering,Elgin Riverboat Resort,7627,699517.2,182,37039.15,May,5,2021,Handle Details,195534.55,350157.1,59424.3,39577.5,7847.8,60960.95,15382.15,9000,0,0,1552.05,0,0,0,7809,736556.35
Professional,In-Person Wagering,"Fairmount Park, Inc.",10083,599654,2075,89759,May,5,2021,Wager Details,2096,917,353,73,512,619,110,15,7468,11,54,0,0,0,12158,689413
Professional,In-Person Wagering,"Fairmount Park, Inc.",10083,599654,2075,89759,May,5,2021,Handle Details,312725,113132,18213,7170,8839,42917,6258,3180,176788,2506,990,0,0,0,12158,689413
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",19904,1560835.15,0,0,May,5,2021,Wager Details,9013,7275,233,146,0,2174,95,0,978,0,68,0,0,0,19904,1560835.15
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",19904,1560835.15,0,0,May,5,2021,Handle Details,711833.15,571234.1,17439,10249,0,173724.85,6587,0,70428.05,0,5285.5,0,0,0,19904,1560835.15
Professional,In-Person Wagering,"HC Aurora, LLC",9882,901935.94,3448,542825.09,May,5,2021,Wager Details,4721,3069,121,40,203,308,2208,33,2625,10,96,0,0,0,13330,1444761.03
Professional,In-Person Wagering,"HC Aurora, LLC",9882,901935.94,3448,542825.09,May,5,2021,Handle Details,461822.85,646883.35,12827.74,1512.88,7166.05,30020.34,39852.24,5173.51,238164.07,1875,2063,0,0,0,13330,1444761.03
Professional,In-Person Wagering,"HC Joliet, LLC",8353,714087.39,5254,451809.49,May,5,2021,Wager Details,4037,4099,293,51,740,794,994,59,2535,11,297,0,0,0,13607,1165896.88
Professional,In-Person Wagering,"HC Joliet, LLC",8353,714087.39,5254,451809.49,May,5,2021,Handle Details,375963.37,323055.48,58043.29,2844.03,15324,90833.12,62195.99,6695.24,230363.98,821.42,3513.22,0,0,0,13607,1165896.88
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",39390,7122824.82,29777,5144180.43,May,5,2021,Wager Details,19251,18751,1292,230,1354,3488,7508,3042,14160,139,202,0,0,0,69167,12267005.25
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",39390,7122824.82,29777,5144180.43,May,5,2021,Handle Details,3730564.25,4953932.57,179791.17,43534.82,73753.6,607482.95,954404.65,289212.89,1397854.98,40443.37,8442.26,0,0,0,69167,12267005.25
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,3051,233562,612,93320,May,5,2021,Wager Details,493,365,52,6,191,52,13,12,2463,16,37,0,0,0,3663,326882
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,3051,233562,612,93320,May,5,2021,Handle Details,118729,71850,8564,170,15223,3838,7080,9505,88435,3488,468,0,0,0,3663,326882
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,May,5,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,May,5,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Casino Queen, Inc.",2108503,57972675.66,2586550,107660624.4,May,5,2021,Wager Details,990770,981130,87609,17547,223767,172825,195458,132538,1811833,84627,43940,0,0,0,4695053,165633300.1
Professional,Online Wagering,"Casino Queen, Inc.",2108503,57972675.66,2586550,107660624.4,May,5,2021,Handle Details,42045046.76,55247281.5,2875833.96,447416.54,4573477.54,6534591.88,9201383.42,10949604.83,32635769.83,1246827.27,470605.67,0,0,0,4695053,165633300.1
Professional,Online Wagering,Elgin Riverboat Resort,45622,7892046.82,2882,384078.72,May,5,2021,Wager Details,23047,13362,862,323,1722,5046,2859,1372,0,12,431,0,0,0,48504,8276125.54
Professional,Online Wagering,Elgin Riverboat Resort,45622,7892046.82,2882,384078.72,May,5,2021,Handle Details,4770134.29,1971554.01,62363.57,92805.17,113268.36,387321.91,226011.63,722818.12,0,521,28116.67,0,0,0,48504,8276125.54
Professional,Online Wagering,"Fairmount Park, Inc.",4031735,85317534,1920585,70015294,May,5,2021,Wager Details,490834,666592,65757,6710,95281,90562,108503,79661,4165297,184155,13464,0,0,0,5952320,155332828
Professional,Online Wagering,"Fairmount Park, Inc.",4031735,85317534,1920585,70015294,May,5,2021,Handle Details,27262913,40902315,1959058,160517,2387140,4220385,7702262,8190134,54686398,7905962,197343,0,0,0,5952320,155332828
Professional,Online Wagering,"Hawthorne Race Course, Inc.",435802,19522437.01,142420,17754797.58,May,5,2021,Wager Details,123370,118237,7312,1478,23098,33513,22939,11570,210590,26737,2702,0,0,0,578222,37277234.59
Professional,Online Wagering,"Hawthorne Race Course, Inc.",435802,19522437.01,142420,17754797.58,May,5,2021,Handle Details,9927760.97,11209677.76,326723.25,91965.07,691295.56,2232936.42,1946487.57,2112750.67,8034645,780909.13,46036.75,0,0,0,578222,37277234.59
Professional,Online Wagering,"HC Aurora, LLC",176359,10711898,744877,27315979,May,5,2021,Wager Details,162797,106359,12626,438,29041,42514,27985,11309,240854,287678,5557,0,0,0,921236,38027877
Professional,Online Wagering,"HC Aurora, LLC",176359,10711898,744877,27315979,May,5,2021,Handle Details,12082479,9254414,489572,92068,849402,1724597,1731041,2029593,5826084,4033751,88802,0,0,0,921236,38027877
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,May,5,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,May,5,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",669960,27196022.16,705287,49326530.37,May,5,2021,Wager Details,418127,345282,32395,3524,60305,87586,145293,90830,191124,1980,9964,0,0,0,1375247,76522552.53
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",669960,27196022.16,705287,49326530.37,May,5,2021,Handle Details,22537137.36,26351547.42,1060950.73,132576.41,1113347.22,4382537.35,7065393.9,8232069.71,5466739.4,246605.01,133959.24,0,0,0,1375247,76522552.53
Professional,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,Wager Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,Handle Details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional,Total,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,Wager Details,8109,10855,306,59,1070,2025,475,128,9627,13,446,0,0,0,32610,2650809.11
Professional,Total,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,Handle Details,611410.85,1117196.74,20508.27,5012.22,30881.38,146018.59,249925.95,21787.47,452874.86,195,16466.07,0,0,0,32610,2650809.11
Professional,Total,"Casino Queen, Inc.",2137530,60407830.1,2606022,109087225.4,May,5,2021,Wager Details,1001222,994817,88140,17703,224817,175839,197028,133119,1829038,84916,43940,0,0,0,4743552,169495055.5
Professional,Total,"Casino Queen, Inc.",2137530,60407830.1,2606022,109087225.4,May,5,2021,Handle Details,43011640.74,56500145.22,2955708.64,469964.23,4617938.29,7009191.94,9273163.56,10995794.48,33535002.63,1270415.08,470605.67,0,0,0,4743552,169495055.5
Professional,Total,Elgin Riverboat Resort,53249,8591564.02,3064,421117.87,May,5,2021,Wager Details,25786,17171,970,418,1932,5683,3060,1419,0,12,500,0,0,0,56313,9012681.89
Professional,Total,Elgin Riverboat Resort,53249,8591564.02,3064,421117.87,May,5,2021,Handle Details,4965668.84,2321711.11,121787.87,132382.67,121116.16,448282.86,241393.78,731818.12,0,521,29668.72,0,0,0,56313,9012681.89
Professional,Total,"Fairmount Park, Inc.",4041818,85917188,1922660,70105053,May,5,2021,Wager Details,492930,667509,66110,6783,95793,91181,108613,79676,4172765,184166,13518,0,0,0,5964478,156022241
