sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,total_wager,total_handle
Motor Race,Total,"Casino Queen, Inc.",15581,280231.09,8944,122599.85,July,7,2025,24525,402830.94
Motor Race,Total,Elgin Riverboat Resort,1988,28489.73,1619,48611.88,July,7,2025,3607,77101.61
Motor Race,Total,"Fairmount Park, Inc.",12096,141626.66,2536,73958.24,July,7,2025,14632,215584.9
Motor Race,Total,FHR-Illinois  LLC,179,3743.36,138,29567.9,July,7,2025,317,33311.26
Motor Race,Total,"Hawthorne Race Course, Inc.",0,0,1710,34087.85,July,7,2025,1710,34087.85
Motor Race,Total,"HC Aurora, LLC",272,8894.23,2763,55602.79,July,7,2025,3035,64497.02
Motor Race,Total,"HC Joliet, LLC",79,1239.25,49,499,July,7,2025,128,1738.25
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",2504,62842.3,1133,33127.43,July,7,2025,3637,95969.73
Motor Race,Total,Northside Crown Gaming LLC,31,179,9,381,July,7,2025,40,560
Motor Race,Total,Par-A-Dice Gaming Corporation,1743,24171.91,651,12854.99,July,7,2025,2394,37026.9
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Motor Race,Total,"The Rock Island Boatworks, LLC",32,810,3,210,July,7,2025,35,1020
Motor Race,Total,"WALKER'S BLUFF CASINO RESORT, LLC",2315,62340.17,591,20936.27,July,7,2025,2906,83276.44
Other Event,In-Person Wagering,815 Entertainment,293,23668.3,800,117122.21,July,7,2025,1093,140790.51
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
Other Event,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,815 Entertainment,28849,1070459.32,120545,6799296.43,July,7,2025,149394,7869755.75
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,FHR-Illinois  LLC,0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,815 Entertainment,29143,1094127.62,121345,6916418.64,July,7,2025,150488,8010546.26
Other Event,Total,"Alton Casino, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,July,7,2025,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Total,FHR-Illinois  LLC,0,0,0,0,July,7,2025,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,July,7,2025,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,Northside Crown Gaming LLC,0,0,0,0,July,7,2025,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,July,7,2025,0,0
Other Event,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,July,7,2025,0,0
Other Event,Total,"The Rock Island Boatworks, LLC",0,0,0,0,July,7,2025,0,0
Other Event,Total,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,July,7,2025,0,0
Professional,In-Person Wagering,815 Entertainment,1930,128261.71,2381,151528.02,August,8,2025,4311,279789.73
Professional,In-Person Wagering,"Alton Casino, LLC",9536,1148783.86,14077,558338.23,August,8,2025,23613,1707122.09
Professional,In-Person Wagering,"Casino Queen, Inc.",40082,1955335.43,24738,1956093.77,August,8,2025,64820,3911429.2
Professional,In-Person Wagering,Elgin Riverboat Resort,2232,314642.72,11234,398661.32,August,8,2025,13466,713304.04
Professional,In-Person Wagering,"Fairmount Park, Inc.",8678,301379.72,2067,128489.04,August,8,2025,10745,429868.76
Professional,In-Person Wagering,FHR-Illinois  LLC,6686,387751.3,2128,122650.6,August,8,2025,8814,510401.9
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",13154,1342432.19,8046,448691.48,August,8,2025,21200,1791123.67
Professional,In-Person Wagering,"HC Aurora, LLC",4927,553749.43,6480,420124.96,August,8,2025,11407,973874.39
Professional,In-Person Wagering,"HC Joliet, LLC",3965,327533.51,3237,181799.18,August,8,2025,7202,509332.69
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",26545,4876928.09,26667,4411156.77,August,8,2025,53212,9288084.86
Professional,In-Person Wagering,Northside Crown Gaming LLC,5345,421465.21,3818,291786.06,August,8,2025,9163,713251.27
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,5828,428136.18,912,104784.32,August,8,2025,6740,532920.5
Professional,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Professional,In-Person Wagering,"The Rock Island Boatworks, LLC",6504,57356.34,7284,30658.35,August,8,2025,13788,88014.69
Professional,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,815 Entertainment,54900,2548038.05,177845,7511557.13,August,8,2025,232745,10059595.18
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,"Casino Queen, Inc.",1853877,94739246.86,5086727,244200596.6,August,8,2025,6940604,338939843.5
Professional,Online Wagering,Elgin Riverboat Resort,234233,17171854.97,291222,24888219.39,August,8,2025,525455,42060074.36
Professional,Online Wagering,"Fairmount Park, Inc.",4778580,105449295.7,3365621,177422701,August,8,2025,8144201,282871996.7
Professional,Online Wagering,FHR-Illinois  LLC,16512,4483661.95,10369,2457937.94,August,8,2025,26881,6941599.89
Professional,Online Wagering,"Hawthorne Race Course, Inc.",261082,15908633.91,978588,67198031.45,August,8,2025,1239670,83106665.36
Professional,Online Wagering,"HC Aurora, LLC",96674,5219091.01,381070,17609865.82,August,8,2025,477744,22828956.83
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",166581,12378212.51,402546,37619612.47,August,8,2025,569127,49997824.98
Professional,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,Par-A-Dice Gaming Corporation,357249,20915817.78,461785,27837078.51,August,8,2025,819034,48752896.29
Professional,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,August,8,2025,0,0
Professional,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",180281,6504880.13,908107,35690957.16,August,8,2025,1088388,42195837.29
Professional,Total,815 Entertainment,56830,2676299.76,180226,7663085.15,August,8,2025,237056,10339384.91
Professional,Total,"Alton Casino, LLC",9536,1148783.86,14077,558338.23,August,8,2025,23613,1707122.09
Professional,Total,"Casino Queen, Inc.",1893959,96694582.29,5111465,246156690.4,August,8,2025,7005424,342851272.7
Professional,Total,Elgin Riverboat Resort,236465,17486497.69,302456,25286880.71,August,8,2025,538921,42773378.4
Professional,Total,"Fairmount Park, Inc.",4787258,105750675.4,3367688,177551190.1,August,8,2025,8154946,283301865.5
Professional,Total,FHR-Illinois  LLC,23198,4871413.25,12497,2580588.54,August,8,2025,35695,7452001.79
Professional,Total,"Hawthorne Race Course, Inc.",274236,17251066.1,986634,67646722.93,August,8,2025,1260870,84897789.03
Professional,Total,"HC Aurora, LLC",101601,5772840.44,387550,18029990.78,August,8,2025,489151,23802831.22
Professional,Total,"HC Joliet, LLC",3965,327533.51,3237,181799.18,August,8,2025,7202,509332.69
Professional,Total,"Midwest Gaming & Entertainment, LLC",193126,17255140.6,429213,42030769.24,August,8,2025,622339,59285909.84
Professional,Total,Northside Crown Gaming LLC,5345,421465.21,3818,291786.06,August,8,2025,9163,713251.27
Professional,Total,Par-A-Dice Gaming Corporation,363077,21343953.96,462697,27941862.83,August,8,2025,825774,49285816.79
Professional,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Professional,Total,"The Rock Island Boatworks, LLC",6504,57356.34,7284,30658.35,August,8,2025,13788,88014.69
Professional,Total,"WALKER'S BLUFF CASINO RESORT, LLC",180281,6504880.13,908107,35690957.16,August,8,2025,1088388,42195837.29
College,In-Person Wagering,815 Entertainment,571,41456.39,346,33046.84,August,8,2025,917,74503.23
College,In-Person Wagering,"Alton Casino, LLC",1685,297308.63,827,100449.27,August,8,2025,2512,397757.9
College,In-Person Wagering,"Casino Queen, Inc.",5980,560651.49,1794,380727.82,August,8,2025,7774,941379.31
College,In-Person Wagering,Elgin Riverboat Resort,394,45892.8,1142,32384.45,August,8,2025,1536,78277.25
College,In-Person Wagering,"Fairmount Park, Inc.",474,42801,110,22062.5,August,8,2025,584,64863.5
College,In-Person Wagering,FHR-Illinois  LLC,697,76327.4,112,17504.6,August,8,2025,809,93832
College,In-Person Wagering,"Hawthorne Race Course, Inc.",2037,145454.24,438,32533.8,August,8,2025,2475,177988.04
College,In-Person Wagering,"HC Aurora, LLC",428,122841.33,197,68591.59,August,8,2025,625,191432.92
College,In-Person Wagering,"HC Joliet, LLC",701,93092.96,296,49858.8,August,8,2025,997,142951.76
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",2158,711608.61,741,115731.95,August,8,2025,2899,827340.56
College,In-Person Wagering,Northside Crown Gaming LLC,501,80243.8,373,61983.48,August,8,2025,874,142227.28
College,In-Person Wagering,Par-A-Dice Gaming Corporation,268,40103.25,39,14395.25,August,8,2025,307,54498.5
College,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
College,In-Person Wagering,"The Rock Island Boatworks, LLC",757,4666,168,2150.96,August,8,2025,925,6816.96
College,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,August,8,2025,0,0
College,Online Wagering,815 Entertainment,13670,675341.45,12398,741383.94,August,8,2025,26068,1416725.39
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,August,8,2025,0,0
College,Online Wagering,"Casino Queen, Inc.",189779,10431019.38,186824,15148821.61,August,8,2025,376603,25579840.99
College,Online Wagering,Elgin Riverboat Resort,42002,3721129.54,7188,513938.36,August,8,2025,49190,4235067.9
College,Online Wagering,"Fairmount Park, Inc.",190324,9263781.88,93275,7776124.55,August,8,2025,283599,17039906.43
College,Online Wagering,FHR-Illinois  LLC,2800,795143.56,923,394676.83,August,8,2025,3723,1189820.39
College,Online Wagering,"Hawthorne Race Course, Inc.",48613,2950342.26,35625,3113397.92,August,8,2025,84238,6063740.18
College,Online Wagering,"HC Aurora, LLC",18586,1023791.3,21958,1388974.92,August,8,2025,40544,2412766.22
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,August,8,2025,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",24748,1986997.2,15638,2341594.77,August,8,2025,40386,4328591.97
College,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,August,8,2025,0,0
College,Online Wagering,Par-A-Dice Gaming Corporation,22965,2127645.08,6034,447206.7,August,8,2025,28999,2574851.78
College,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
College,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,August,8,2025,0,0
College,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",18199,725693.03,24796,1288194.87,August,8,2025,42995,2013887.9
College,Total,815 Entertainment,14241,716797.84,12745,774430.78,August,8,2025,26986,1491228.62
College,Total,"Alton Casino, LLC",1685,297308.63,827,100449.27,August,8,2025,2512,397757.9
College,Total,"Casino Queen, Inc.",195759,10991670.87,188618,15529549.43,August,8,2025,384377,26521220.3
College,Total,Elgin Riverboat Resort,42396,3767022.34,8330,546322.81,August,8,2025,50726,4313345.15
College,Total,"Fairmount Park, Inc.",190798,9306582.88,93385,7798187.05,August,8,2025,284183,17104769.93
College,Total,FHR-Illinois  LLC,3497,871470.96,1035,412181.43,August,8,2025,4532,1283652.39
College,Total,"Hawthorne Race Course, Inc.",50650,3095796.5,36063,3145931.72,August,8,2025,86713,6241728.22
College,Total,"HC Aurora, LLC",19014,1146632.63,22155,1457566.51,August,8,2025,41169,2604199.14
College,Total,"HC Joliet, LLC",701,93092.96,296,49858.8,August,8,2025,997,142951.76
College,Total,"Midwest Gaming & Entertainment, LLC",26906,2698605.81,16379,2457326.72,August,8,2025,43285,5155932.53
College,Total,Northside Crown Gaming LLC,501,80243.8,373,61983.48,August,8,2025,874,142227.28
College,Total,Par-A-Dice Gaming Corporation,23233,2167748.33,6073,461601.95,August,8,2025,29306,2629350.28
College,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
College,Total,"The Rock Island Boatworks, LLC",757,4666,168,2150.96,August,8,2025,925,6816.96
College,Total,"WALKER'S BLUFF CASINO RESORT, LLC",18199,725693.03,24796,1288194.87,August,8,2025,42995,2013887.9
Motor Race,In-Person Wagering,815 Entertainment,0,0,103,4168.33,August,8,2025,103,4168.33
Motor Race,In-Person Wagering,"Alton Casino, LLC",44,5086,120,8287.15,August,8,2025,164,13373.15
Motor Race,In-Person Wagering,"Casino Queen, Inc.",93,618.92,21,160,August,8,2025,114,778.92
Motor Race,In-Person Wagering,Elgin Riverboat Resort,8,31,12,1045,August,8,2025,20,1076
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",122,1253.5,0,0,August,8,2025,122,1253.5
Motor Race,In-Person Wagering,FHR-Illinois  LLC,35,180,27,168,August,8,2025,62,348
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,120,3575,August,8,2025,120,3575
Motor Race,In-Person Wagering,"HC Aurora, LLC",4,120,16,1660,August,8,2025,20,1780
Motor Race,In-Person Wagering,"HC Joliet, LLC",9,551,80,4542.23,August,8,2025,89,5093.23
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",25,2114.2,58,8539.26,August,8,2025,83,10653.46
Motor Race,In-Person Wagering,Northside Crown Gaming LLC,8,271,4,182.79,August,8,2025,12,453.79
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,30,660,0,0,August,8,2025,30,660
Motor Race,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Motor Race,In-Person Wagering,"The Rock Island Boatworks, LLC",44,998,27,115,August,8,2025,71,1113
Motor Race,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,815 Entertainment,12,109,889,24599.66,August,8,2025,901,24708.66
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",12544,190957.26,6917,86159.07,August,8,2025,19461,277116.33
Motor Race,Online Wagering,Elgin Riverboat Resort,1640,36279.82,1373,40525.63,August,8,2025,3013,76805.45
Motor Race,Online Wagering,"Fairmount Park, Inc.",11302,123831.35,2256,47542.99,August,8,2025,13558,171374.34
Motor Race,Online Wagering,FHR-Illinois  LLC,165,3074.96,121,37542.16,August,8,2025,286,40617.12
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",0,0,1265,26550.02,August,8,2025,1265,26550.02
Motor Race,Online Wagering,"HC Aurora, LLC",171,8909.23,2156,51829.25,August,8,2025,2327,60738.48
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",940,22375.25,2234,50155.25,August,8,2025,3174,72530.5
Motor Race,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,1415,20427.99,475,8908.11,August,8,2025,1890,29336.1
Motor Race,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,August,8,2025,0,0
Motor Race,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",1884,54887.37,477,13394.67,August,8,2025,2361,68282.04
Motor Race,Total,815 Entertainment,12,109,992,28767.99,August,8,2025,1004,28876.99
Motor Race,Total,"Alton Casino, LLC",44,5086,120,8287.15,August,8,2025,164,13373.15
Motor Race,Total,"Casino Queen, Inc.",12637,191576.18,6938,86319.07,August,8,2025,19575,277895.25
Motor Race,Total,Elgin Riverboat Resort,1648,36310.82,1385,41570.63,August,8,2025,3033,77881.45
Motor Race,Total,"Fairmount Park, Inc.",11424,125084.85,2256,47542.99,August,8,2025,13680,172627.84
Motor Race,Total,FHR-Illinois  LLC,200,3254.96,148,37710.16,August,8,2025,348,40965.12
Motor Race,Total,"Hawthorne Race Course, Inc.",0,0,1385,30125.02,August,8,2025,1385,30125.02
Motor Race,Total,"HC Aurora, LLC",175,9029.23,2172,53489.25,August,8,2025,2347,62518.48
Motor Race,Total,"HC Joliet, LLC",9,551,80,4542.23,August,8,2025,89,5093.23
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",965,24489.45,2292,58694.51,August,8,2025,3257,83183.96
Motor Race,Total,Northside Crown Gaming LLC,8,271,4,182.79,August,8,2025,12,453.79
Motor Race,Total,Par-A-Dice Gaming Corporation,1445,21087.99,475,8908.11,August,8,2025,1920,29996.1
Motor Race,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,August,8,2025,0,0
Motor Race,Total,"The Rock Island Boatworks, LLC",44,998,27,115,August,8,2025,71,1113
Motor Race,Total,"WALKER'S BLUFF CASINO RESORT, LLC",1884,54887.37,477,13394.67,August,8,2025,2361,68282.04
Other Event,In-Person Wagering,815 Entertainment,392,62480.39,676,92835.76,August,8,2025,1068,155316.15
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,FHR-Illinois  LLC,0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,August,8,2025,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,August,8,2025,0,0
