detail_type,location_type,licensee,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,month,numerical_month,year
Handle Details,Total,"HC Aurora, LLC",4830396.31,6589123.46,276662.18,16578132.32,43001.86,1389901.66,1424733.66,2892535.98,13559837.54,5967773.31,50292.74,0,0,0,October,10,2025
Handle Details,Total,"HC Joliet, LLC",223594.97,152780.64,12350.98,1228654.38,1099,28882.61,22849.11,10679.9,159467.78,2494.95,2458,0,0,0,October,10,2025
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",11878451.03,9565486.51,496942.77,32296740.69,143668.62,2558341.01,8456907.44,9479783.15,21486672.3,3709481.46,47336.75,0,0,0,October,10,2025
Handle Details,Total,Northside Crown Gaming LLC,191777.06,60997.87,5669.54,316498.68,1291.98,22376.36,7164.25,16268.57,350654.46,5809.59,15,0,0,0,October,10,2025
Handle Details,Total,Par-A-Dice Gaming Corporation,6481330.04,9645673.97,464930.08,21396432.64,83764.96,2532876.66,3167385.67,4945544.89,21420885.4,6704444.37,19603.52,0,0,0,October,10,2025
Handle Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,10,2025
Handle Details,Total,"The Rock Island Boatworks, LLC",14265.5,14849.84,2875,76522.95,10,954,595.7,1450,15191.73,20491.34,659,0,0,0,October,10,2025
Handle Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",4612328.09,8872543.19,674346.33,13410427.92,77045.47,1186653.45,6706490.65,3204453.18,26271709.8,4383653.16,39585.63,8320.9,375.77,0,October,10,2025
Wager Details,In-Person Wagering,815 Entertainment,46,1271,44,2814,0,125,37,85,8388.37,0,19,0,48,14.63,November,11,2025
Wager Details,In-Person Wagering,"Alton Casino, LLC",442,9121,220,22220,458,1884,883,140,4421,4,75,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"Casino Queen, Inc.",217,3993,252,10529,123,1707,319,150,89361,57,40,0,0,0,November,11,2025
Wager Details,In-Person Wagering,Elgin Riverboat Resort,44,1305,23,3931,51,297,561,47,17876,0,26,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",50,1436,90,2850,134,452,97,225,16683,127,23,0,0,0,November,11,2025
Wager Details,In-Person Wagering,FHR-Illinois  LLC,87,790,14,3290,33,156,46,7,5865,251,7,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",122,3735,47,9005,191,809,175,160,23849,41,11,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"HC Aurora, LLC",235,2279,71,6265,39,347,3256,271,2140,20,5,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"HC Joliet, LLC",746,3130,208,12131,64,847,1051,136,2327,16,30,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",202,11119,509,14588,179,2662,4034,4013,43039,842,32,0,0,0,November,11,2025
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,87,854,77,2153,16,129,297,11,5563,38,0,0,0,0,November,11,2025
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,22,734,11,1720,86,107,39,2,6940,67,0,0,0,0,November,11,2025
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",93,5328,259,8567,5,271,191,64,7984,211,25,0,0,0,November,11,2025
Wager Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,815 Entertainment,1416,179729,4033,131496,0,12945,10464,21387,357430.68,0,332,21.46,67211,27636.86,November,11,2025
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,"Casino Queen, Inc.",49167,1329180,86416,2161626,17709,172174,185120,237293,6912405,430980,5614,0,0,0,November,11,2025
Wager Details,Online Wagering,Elgin Riverboat Resort,3180,112092,3098,160970,928,17694,22786,30359,392084,24669,1054,0,0,0,November,11,2025
Wager Details,Online Wagering,"Fairmount Park, Inc.",32786,1052192,5019,1615116,7886,108354,164450,168639,9726240,242668,3090,0,0,0,November,11,2025
Wager Details,Online Wagering,FHR-Illinois  LLC,184,14686,609,18951,323,3073,877,138,6799,1383,67,0,0,0,November,11,2025
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",5520,256541,11232,272436,2356,34229,44891,79370,1343557,80461,477,0,0,0,November,11,2025
Wager Details,Online Wagering,"HC Aurora, LLC",3956,119486,6716,243477,1340,24068,17912,30313,579361,48052,1029,0,0,0,November,11,2025
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",3471,117999,4979,188066,3522,24483,41374,37335,347805,29361,638,0,0,0,November,11,2025
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,3810,170589,5461,249231,1634,34657,30089,28060,701974,48737,242,0,0,0,November,11,2025
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",5432,229309,7599,212535.5,2254,27968,95799.5,46055,1216818.26,56796,781,259.74,0,0,November,11,2025
Wager Details,Total,815 Entertainment,1462,181000,4077,134310,0,13070,10501,21472,365819.05,0,351,21.46,67259,27651.49,November,11,2025
Wager Details,Total,"Alton Casino, LLC",442,9121,220,22220,458,1884,883,140,4421,4,75,0,0,0,November,11,2025
Wager Details,Total,"Casino Queen, Inc.",49384,1333173,86668,2172155,17832,173881,185439,237443,7001766,431037,5654,0,0,0,November,11,2025
Wager Details,Total,Elgin Riverboat Resort,3224,113397,3121,164901,979,17991,23347,30406,409960,24669,1080,0,0,0,November,11,2025
Wager Details,Total,"Fairmount Park, Inc.",32836,1053628,5109,1617966,8020,108806,164547,168864,9742923,242795,3113,0,0,0,November,11,2025
Wager Details,Total,FHR-Illinois  LLC,271,15476,623,22241,356,3229,923,145,12664,1634,74,0,0,0,November,11,2025
Wager Details,Total,"Hawthorne Race Course, Inc.",5642,260276,11279,281441,2547,35038,45066,79530,1367406,80502,488,0,0,0,November,11,2025
Wager Details,Total,"HC Aurora, LLC",4191,121765,6787,249742,1379,24415,21168,30584,581501,48072,1034,0,0,0,November,11,2025
Wager Details,Total,"HC Joliet, LLC",746,3130,208,12131,64,847,1051,136,2327,16,30,0,0,0,November,11,2025
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",3673,129118,5488,202654,3701,27145,45408,41348,390844,30203,670,0,0,0,November,11,2025
Wager Details,Total,Northside Crown Gaming LLC,87,854,77,2153,16,129,297,11,5563,38,0,0,0,0,November,11,2025
Wager Details,Total,Par-A-Dice Gaming Corporation,3832,171323,5472,250951,1720,34764,30128,28062,708914,48804,242,0,0,0,November,11,2025
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Wager Details,Total,"The Rock Island Boatworks, LLC",93,5328,259,8567,5,271,191,64,7984,211,25,0,0,0,November,11,2025
Wager Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",5432,229309,7599,212535.5,2254,27968,95799.5,46055,1216818.26,56796,781,259.74,0,0,November,11,2025
Handle Details,In-Person Wagering,815 Entertainment,2401.91,123927.35,21214.16,342132.34,0,4633.31,6386.2,37823.8,415671.66,0,645,0,2674,1315.07,November,11,2025
Handle Details,In-Person Wagering,"Alton Casino, LLC",45690.3,791559.51,13425.1,1933837.4,12834.94,83654.85,19566.87,18891.37,161670.35,20.42,6847.56,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"Casino Queen, Inc.",15067.42,521545.34,31540.75,1557929.75,4369.69,107515.01,87975.51,8505.09,3416411.76,948.83,409,0,0,0,November,11,2025
Handle Details,In-Person Wagering,Elgin Riverboat Resort,4576.61,189932.77,15927,501909.83,572,62576.26,29904.95,2417.1,502721.01,0,389.25,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"Fairmount Park, Inc.",11780.75,163695.75,5650.5,334709,2382,51588.5,3187.5,17761.5,462496.48,13492.77,184,0,0,0,November,11,2025
Handle Details,In-Person Wagering,FHR-Illinois  LLC,6815.85,368420.1,6071,841105.9,1906,9500.35,6523.15,734.1,395991.8,97045.2,370,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"Hawthorne Race Course, Inc.",27614.75,375069.21,15305.28,1267614.48,1602,48905.51,19336.24,15021.33,1075139.92,4227.18,170,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"HC Aurora, LLC",17332.6,319916.52,20071.81,1335000.21,265,93510.03,79511.35,19518.61,76112.23,4144.53,304.75,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"HC Joliet, LLC",25996.22,471691.3,5330.15,1386877.48,938.63,93003.35,32904.52,9010.27,407702.78,1127.96,1260,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",40265.7,3567937.08,129653.57,4806694.84,5688.47,924535.74,709962.44,1459257.48,3519472.75,195583.34,2577,0,0,0,November,11,2025
Handle Details,In-Person Wagering,Northside Crown Gaming LLC,5505.94,103102.11,7519.51,262111.71,617,25173.07,5570.13,3124.35,270872.8,3639.61,0,0,0,0,November,11,2025
Handle Details,In-Person Wagering,Par-A-Dice Gaming Corporation,1232,83329.25,3165,256148.5,1315,17431.75,2151.5,860,277734.99,16410.51,0,0,0,0,November,11,2025
Handle Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"The Rock Island Boatworks, LLC",2131,29123.2,2078,75904.56,110,1846,572.65,199,16597.05,54378.15,915,0,0,0,November,11,2025
Handle Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,815 Entertainment,152447.18,7515050.3,306289.5,9173585.11,0,835615.43,841127.68,976692.01,12034651.47,0,21309.09,909.53,4099341.91,793957.86,November,11,2025
Handle Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,"Casino Queen, Inc.",2746725.11,120980792.5,4593813.72,168839883.5,1110203.18,11998284.01,12470695.62,20556724.99,201461371.6,38432612.86,163811.89,0,0,0,November,11,2025
Handle Details,Online Wagering,Elgin Riverboat Resort,234579.24,18124552.29,293156.17,19954910.28,67545.36,1936426.93,2997087.96,4589130.89,16089893.12,4038332.91,39061.78,0,0,0,November,11,2025
Handle Details,Online Wagering,"Fairmount Park, Inc.",1797644.2,99011809.69,254031.45,107398416.9,368910.56,7203805.84,12967217.49,28197740.11,193808373,26007545.06,86150.13,0,0,0,November,11,2025
Handle Details,Online Wagering,FHR-Illinois  LLC,47996.79,5460023.02,298698.14,6457801.79,222924.63,789540.28,218931.78,62302.46,724445.52,551841.58,10536.13,0,0,0,November,11,2025
Handle Details,Online Wagering,"Hawthorne Race Course, Inc.",481828.66,29575988.24,661302.86,34004894.61,261250.92,2282696.76,3163484,8834623.06,44645081.39,5414658.92,36563.37,0,0,0,November,11,2025
Handle Details,Online Wagering,"HC Aurora, LLC",395238.57,20556597.07,263518.23,31828935.99,31970.28,1185714.38,1186553.5,2789429.07,13736266.43,4076448.26,21280.42,0,0,0,November,11,2025
Handle Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",265062.57,18098467.85,456337.72,22235024.11,145340.75,1907701.19,4749948.67,5214489.36,18270168.69,2873802.72,24520.7,0,0,0,November,11,2025
Handle Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,Par-A-Dice Gaming Corporation,378272.82,22834133.34,390448.99,24578521.6,169813.08,3006295.56,3112000.69,3148315.62,23152727.38,8313298.09,4350.5,0,0,0,November,11,2025
Handle Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",229220.33,15718459.05,932864.37,11940793.93,74277.72,1405683.73,5874955.35,2951292.61,26478598.88,3816418.39,22881.14,5717.24,0,0,November,11,2025
Handle Details,Total,815 Entertainment,154849.09,7638977.65,327503.66,9515717.45,0,840248.74,847513.88,1014515.81,12450323.13,0,21954.09,909.53,4102015.91,795272.93,November,11,2025
Handle Details,Total,"Alton Casino, LLC",45690.3,791559.51,13425.1,1933837.4,12834.94,83654.85,19566.87,18891.37,161670.35,20.42,6847.56,0,0,0,November,11,2025
Handle Details,Total,"Casino Queen, Inc.",2761792.53,121502337.8,4625354.47,170397813.3,1114572.87,12105799.02,12558671.13,20565230.08,204877783.3,38433561.69,164220.89,0,0,0,November,11,2025
Handle Details,Total,Elgin Riverboat Resort,239155.85,18314485.06,309083.17,20456820.11,68117.36,1999003.19,3026992.91,4591547.99,16592614.13,4038332.91,39451.03,0,0,0,November,11,2025
Handle Details,Total,"Fairmount Park, Inc.",1809424.95,99175505.44,259681.95,107733125.9,371292.56,7255394.34,12970404.99,28215501.61,194270869.5,26021037.83,86334.13,0,0,0,November,11,2025
Handle Details,Total,FHR-Illinois  LLC,54812.64,5828443.12,304769.14,7298907.69,224830.63,799040.63,225454.93,63036.56,1120437.32,648886.78,10906.13,0,0,0,November,11,2025
Handle Details,Total,"Hawthorne Race Course, Inc.",509443.41,29951057.45,676608.14,35272509.09,262852.92,2331602.27,3182820.24,8849644.39,45720221.31,5418886.1,36733.37,0,0,0,November,11,2025
Handle Details,Total,"HC Aurora, LLC",412571.17,20876513.59,283590.04,33163936.2,32235.28,1279224.41,1266064.85,2808947.68,13812378.66,4080592.79,21585.17,0,0,0,November,11,2025
Handle Details,Total,"HC Joliet, LLC",25996.22,471691.3,5330.15,1386877.48,938.63,93003.35,32904.52,9010.27,407702.78,1127.96,1260,0,0,0,November,11,2025
Handle Details,Total,"Midwest Gaming & Entertainment, LLC",305328.27,21666404.93,585991.29,27041718.95,151029.22,2832236.93,5459911.11,6673746.84,21789641.44,3069386.06,27097.7,0,0,0,November,11,2025
Handle Details,Total,Northside Crown Gaming LLC,5505.94,103102.11,7519.51,262111.71,617,25173.07,5570.13,3124.35,270872.8,3639.61,0,0,0,0,November,11,2025
Handle Details,Total,Par-A-Dice Gaming Corporation,379504.82,22917462.59,393613.99,24834670.1,171128.08,3023727.31,3114152.19,3149175.62,23430462.37,8329708.6,4350.5,0,0,0,November,11,2025
Handle Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,11,2025
Handle Details,Total,"The Rock Island Boatworks, LLC",2131,29123.2,2078,75904.56,110,1846,572.65,199,16597.05,54378.15,915,0,0,0,November,11,2025
Handle Details,Total,"WALKER'S BLUFF CASINO RESORT, LLC",229220.33,15718459.05,932864.37,11940793.93,74277.72,1405683.73,5874955.35,2951292.61,26478598.88,3816418.39,22881.14,5717.24,0,0,November,11,2025
Wager Details,In-Person Wagering,815 Entertainment,8,1026,32,2910,0,99,89,1,7021.93,0,2.2,0,44,24.87,December,12,2025
Wager Details,In-Person Wagering,"Alton Casino, LLC",0,4707,89,8358,64,648,108,10,1582,1,7,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"Casino Queen, Inc.",20,1760,135,3576,52,889,261,96,40559,41,12,0,0,0,December,12,2025
Wager Details,In-Person Wagering,Elgin Riverboat Resort,10,1439,21,3519,20,245,382,21,15857,4,7,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",11,553,21,1837,32,288,21,8,7710,25,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,FHR-Illinois  LLC,2,806,44,3086,6,176,72,2,5256,264,1,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",9,3366,43,8085,63,722,101,97,19406,71,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"HC Aurora, LLC",7,1868,34,5383,22,338,3419,63,2030,27,1,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"HC Joliet, LLC",7,3136,95,11509,24,954,896,90,2622,37,5,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",73,10912,394,13191,83,2558,3001,2062,37062,1128,17,0,0,0,December,12,2025
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,13,747,54,1812,6,135,274,3,3677,18,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,4,615,8,1403,26,84,54,0,5724,35,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",0,5766,76,7265,0,108,191,19,6160,2,0,0,0,0,December,12,2025
Wager Details,In-Person Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,815 Entertainment,578,155997,3056,133260,0,12052,10502,16875,313125.48,0,103,9.87,74083,33248.64,December,12,2025
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,"Casino Queen, Inc.",1404,1155105,112871,1945829,9158,159294,180237,141566,5785480,476234,1215,0,0,0,December,12,2025
Wager Details,Online Wagering,Elgin Riverboat Resort,163,107294,3171,133858,740,16155,23912,20133,321849,33369,133,0,0,0,December,12,2025
Wager Details,Online Wagering,"Fairmount Park, Inc.",1122,957183,44887,1473685,3835,99543,149395,106137,7894847,241367,655,0,0,0,December,12,2025
Wager Details,Online Wagering,FHR-Illinois  LLC,5,11303,418,14656,37,2818,822,0,5675,1085,7,0,0,0,December,12,2025
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",44,196569,9792,197656,1000,24574,35400,49760,952658,65958,67,0,0,0,December,12,2025
Wager Details,Online Wagering,"HC Aurora, LLC",218,104496,7577,206712,771,21465,16915,21653,514706,42721,177,0,0,0,December,12,2025
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",67,113889,5202,177262,1716,22627,39626,17972,304703,29788,77,0,0,0,December,12,2025
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,77,163121,3677,234493,1013,34637,30713,14484,648930,51871,13,0,0,0,December,12,2025
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,12,2025
Wager Details,Online Wagering,"WALKER'S BLUFF CASINO RESORT, LLC",352,224731,8940,200403,978,28674,94635,37659,1083699.12,70185.5,133,62.21,15,0,December,12,2025
Wager Details,Total,815 Entertainment,586,157023,3088,136170,0,12151,10591,16876,320147.41,0,105.2,9.87,74127,33273.51,December,12,2025
Wager Details,Total,"Alton Casino, LLC",0,4707,89,8358,64,648,108,10,1582,1,7,0,0,0,December,12,2025
Wager Details,Total,"Casino Queen, Inc.",1424,1156865,113006,1949405,9210,160183,180498,141662,5826039,476275,1227,0,0,0,December,12,2025
Wager Details,Total,Elgin Riverboat Resort,173,108733,3192,137377,760,16400,24294,20154,337706,33373,140,0,0,0,December,12,2025
Wager Details,Total,"Fairmount Park, Inc.",1133,957736,44908,1475522,3867,99831,149416,106145,7902557,241392,655,0,0,0,December,12,2025
Wager Details,Total,FHR-Illinois  LLC,7,12109,462,17742,43,2994,894,2,10931,1349,8,0,0,0,December,12,2025
Wager Details,Total,"Hawthorne Race Course, Inc.",53,199935,9835,205741,1063,25296,35501,49857,972064,66029,67,0,0,0,December,12,2025
